content,content_clean
Aplikasinya bagus Dan sangat berguna untuk perkuliahan.,Aplikasinya bagus Dan sangat berguna untuk perkuliahan
Keren,Keren
Kadang loading nya lama,Kadang loading nya lama
Setuju dan sangat bermanfaat bagi kami,Setuju dan sangat bermanfaat bagi kami
Terimakasih edlink sudah membantu,Terimakasih edlink sudah membantu
Sangat baik,Sangat baik
Good,Good
Mohon d adakan notifikasi jika ada dosen yang mempost di edlink.. biar kami lebih cepat merespon,Mohon d adakan notifikasi jika ada dosen yang mempost di edlink biar kami lebih cepat merespon
Great,Great
Sering ada gangguan pada aplikasinya,Sering ada gangguan pada aplikasinya
"Mengecewakan, sering down ga jelas",Mengecewakan sering down ga jelas
Lemot,Lemot
Edlink sangat membantu dan berguna bagi mahasiswa untuk perkuliahan disaat dunia sedang dilanda waba virus corona/covid-19 ini. Terimakasih edlink 👍👍,Edlink sangat membantu dan berguna bagi mahasiswa untuk perkuliahan disaat dunia sedang dilanda waba virus coronacovid ini Terimakasih edlink
Lemottttt payah,Lemottttt payah
"Banyak info yang dihadirkan menarik, mambantu perkuliahan Bagaimana cara singkronkan kelas akademik yang diikuti?",Banyak info yang dihadirkan menarik mambantu perkuliahan Bagaimana cara singkronkan kelas akademik yang diikuti
Buruk,Buruk
edlink lelet saat di akses janco,edlink lelet saat di akses janco
Lemot,Lemot
Kenapa ga bisa download materi dan susah login ya,Kenapa ga bisa download materi dan susah login ya
"LEMOT AMAT SIH APLIKASI, JARINGAN BAGUS KOK NGADAT APLIKASI NYA.",LEMOT AMAT SIH APLIKASI JARINGAN BAGUS KOK NGADAT APLIKASI NYA
"Saya memang sangat beruntung menggunakan aplikasi ini karena memudahkan saya untuk masuk akun sebagai mahasiswa dengan tujuan mengikuti proses belajar yang secara online. Hanya saja, mengapa akhir-akhir ini aplikasi edlink sangat Lola (Loding Lama) sampai-sampai gak bisa masuk lagi. Sungguh menyebalkan padahal kulon sudah mulai 🥴",Saya memang sangat beruntung menggunakan aplikasi ini karena memudahkan saya untuk masuk akun sebagai mahasiswa dengan tujuan mengikuti proses belajar yang secara online Hanya saja mengapa akhirakhir ini aplikasi edlink sangat Lola Loding Lama sampaisampai gak bisa masuk lagi Sungguh menyebalkan padahal kulon sudah mulai 🥴
Terbaikkkk,Terbaikkkk
ini gimana sih susah amat ngumpulin tugas lewat hp habis upload berkas susah ngirim nya harus lewat pc atau komputer dulu gk jelas menyusahkan,ini gimana sih susah amat ngumpulin tugas lewat hp habis upload berkas susah ngirim nya harus lewat pc atau komputer dulu gk jelas menyusahkan
"Lambat, telat ngumpulin tugas gara gara server down",Lambat telat ngumpulin tugas gara gara server down
Aplikasi tolol ngebug mulu Maintenance mulu bisa apa sih,Aplikasi tolol ngebug mulu Maintenance mulu bisa apa sih
Ngelag banget ga jelas,Ngelag banget ga jelas
"Kenapa cuma bisa upload gambar dan dokumen saja, saya mau upload video tapi tidak ada pilihan untuk kirim video",Kenapa cuma bisa upload gambar dan dokumen saja saya mau upload video tapi tidak ada pilihan untuk kirim video
"Bagai mana cara menggunakan aplikasi in untuk seorang admin / sekolah sehingga bisa menambahkan guru, siswa dan kelas ? File yang diupload tidak support. Apakah nilai dari quiz yang dbuat bisa deksport k excel ?",Bagai mana cara menggunakan aplikasi in untuk seorang admin  sekolah sehingga bisa menambahkan guru siswa dan kelas  File yang diupload tidak support Apakah nilai dari quiz yang dbuat bisa deksport k excel
kenapa gk bisa download aplikasi Edlink.. hanya yg keluar di layar bertulisan adalah terjadi kesalahan dalam pengambilan data. mqn karna dan mungkin sebab apa y,kenapa gk bisa download aplikasi Edlink hanya yg keluar di layar bertulisan adalah terjadi kesalahan dalam pengambilan data mqn karna dan mungkin sebab apa y
Knapa saya kasih bintang satu. Karena nilainya tidak memuaskan eror Mulu aplikasinya saya udh bener semua tapi tetep nilainya 0,Knapa saya kasih bintang satu Karena nilainya tidak memuaskan eror Mulu aplikasinya saya udh bener semua tapi tetep nilainya
"Kadang error , tapi lumayan tingkatkan",Kadang error  tapi lumayan tingkatkan
Sangat membantu saya dalam perkuliahan. Serta memperoleh informasi yang bermanfaat,Sangat membantu saya dalam perkuliahan Serta memperoleh informasi yang bermanfaat
"Gak ngerti lagi sih nih aplikasi gimana. Server sering down, lemott buat login pdhal signal mendukung, loading aja terus, sering error juga apalagi kalau soal ujian disertai gambar. Ya semoga kedepannya bisa lebih baik",Gak ngerti lagi sih nih aplikasi gimana Server sering down lemott buat login pdhal signal mendukung loading aja terus sering error juga apalagi kalau soal ujian disertai gambar Ya semoga kedepannya bisa lebih baik
Hanya untuk mahasiswa,Hanya untuk mahasiswa
"Mudah dalam belajar online , praktis dan efisien dakam berkomunikasi .....thank you very much edlink",Mudah dalam belajar online  praktis dan efisien dakam berkomunikasi thank you very much edlink
Keren banget aplikasi ini bisa membuat kita mudah daalm pembelajaran online dengn dosen ... Edlink jaya,Keren banget aplikasi ini bisa membuat kita mudah daalm pembelajaran online dengn dosen  Edlink jaya
"Tolong update lagi dan perbaiki bug ketika sedang mengakses edlink via website , ketika kami mengetik , secara bersaman di forum kelas , saya sangat terganggu dengan fitur notice writing nya , itu akan menggangu dan memperlambat waktu ketika kita mengetik",Tolong update lagi dan perbaiki bug ketika sedang mengakses edlink via website  ketika kami mengetik  secara bersaman di forum kelas  saya sangat terganggu dengan fitur notice writing nya  itu akan menggangu dan memperlambat waktu ketika kita mengetik
Aplikasi edlink sangat berguna / bermanfaat sekali dalam perkuliahan atau pengumpulan tugas,Aplikasi edlink sangat berguna  bermanfaat sekali dalam perkuliahan atau pengumpulan tugas
Ini sangat memudahkan dalam proses pembelajaran dan diskusi..,Ini sangat memudahkan dalam proses pembelajaran dan diskusi
"Alhamdulillah aplikasi edlink ini sangat membantu proses pembelajaran via daring, sehingga tidak ketinggalan materi pembelajaran. Terimakasih Edlink atas dedikasinya 🙏",Alhamdulillah aplikasi edlink ini sangat membantu proses pembelajaran via daring sehingga tidak ketinggalan materi pembelajaran Terimakasih Edlink atas dedikasinya
Lebih mudah di gunakan untuk perkuliahan apalagi ini daring jadi semua tugas d edlink pokok nya ada nya edlink semua tugas kuliah berjalan dengan baik,Lebih mudah di gunakan untuk perkuliahan apalagi ini daring jadi semua tugas d edlink pokok nya ada nya edlink semua tugas kuliah berjalan dengan baik
"Ya, aplikasi ini layak dicoba karena sangat membantu kami dalam melaksanakan perkuliahan pada situasi sekarang, yaitu situasi pandemi corona virus (covid-19). dimana dalam situasi sekarang kita dituntut untuk di rumah saja, bekerja dari rumah sdan belajar dari rumah. Oleh karena itu, aplikasi ini sangat membantu kami sebagai mahasiswa dalam melaksanakan perkuliahan. Terimakasih.",Ya aplikasi ini layak dicoba karena sangat membantu kami dalam melaksanakan perkuliahan pada situasi sekarang yaitu situasi pandemi corona virus covid dimana dalam situasi sekarang kita dituntut untuk di rumah saja bekerja dari rumah sdan belajar dari rumah Oleh karena itu aplikasi ini sangat membantu kami sebagai mahasiswa dalam melaksanakan perkuliahan Terimakasih
"Maaf kasih bintang 1 aja, sebelum ada perbaikan. Karena setiap upload tugas nunggu nya bermenit"" bahkan keseringan gagal. Kalo bukan karena tugas kuliah. Kagak mau ngedownload.",Maaf kasih bintang  aja sebelum ada perbaikan Karena setiap upload tugas nunggu nya bermenit bahkan keseringan gagal Kalo bukan karena tugas kuliah Kagak mau ngedownload
"Terima kasih apl edlink. dengan adanya aplikasi ini, saya dan teman-teman serta dosen merasa lebih terbantu, segala sesuatu nya dapat di terap kan di aplikasi ini demi keberlangsungan pembelajaran.🙏",Terima kasih apl edlink dengan adanya aplikasi ini saya dan temanteman serta dosen merasa lebih terbantu segala sesuatu nya dapat di terap kan di aplikasi ini demi keberlangsungan pembelajaran
Sangat Berguna banget dong y Edlink di tengah tengah wabah corona 💕 terimakasih sudah hadir,Sangat Berguna banget dong y Edlink di tengah tengah wabah corona  terimakasih sudah hadir
Lemot bngt susah akses masuknya,Lemot bngt susah akses masuknya
"Ada baiknya kalo untuk ujian, setelah konfirmasi bisa diedit. Karena serba salah, dikonfirmasi, tapi takut masih belum fix. Engga dikonfirmasi, takut kepepet waktu.",Ada baiknya kalo untuk ujian setelah konfirmasi bisa diedit Karena serba salah dikonfirmasi tapi takut masih belum fix Engga dikonfirmasi takut kepepet waktu
Apkl edlink sangat berguna bagi mahasiswa dan mahasiswi . Apalagi dengan kondisi sekarang kita sedang menghadapi .bencana yang .luar biasa.Maka dari itu kita. Harus stay di rmah aja ya .hal tersebut dapt membantu tenaga medis dan pemerintah.namun hal tersebut tdk membatasi kta untuk terus belajar .dengan adanya .apkl edlink ini kita. Bisa melakukan perkuliahan seperti biasa meskipun kita tdk.bisa berhadap muka .secara langsung namun proses ngajar mengajar tetap kami lakukan dgn edlink lebih muda,Apkl edlink sangat berguna bagi mahasiswa dan mahasiswi  Apalagi dengan kondisi sekarang kita sedang menghadapi bencana yang luar biasaMaka dari itu kita Harus stay di rmah aja ya hal tersebut dapt membantu tenaga medis dan pemerintahnamun hal tersebut tdk membatasi kta untuk terus belajar dengan adanya apkl edlink ini kita Bisa melakukan perkuliahan seperti biasa meskipun kita tdkbisa berhadap muka secara langsung namun proses ngajar mengajar tetap kami lakukan dgn edlink lebih muda
Membatu,Membatu
Kelas grup suka keluar sendiri,Kelas grup suka keluar sendiri
"Yaaah, good lah sebagai aplikasi penunjang kuliah online saat pandemi covid-19 saat ini. Walaupun ada beberapa kekurangannya tapi mantap lah",Yaaah good lah sebagai aplikasi penunjang kuliah online saat pandemi covid saat ini Walaupun ada beberapa kekurangannya tapi mantap lah
Edlink ini sangat membantu saya saat belajar di rumah,Edlink ini sangat membantu saya saat belajar di rumah
Ok,Ok
Aplikasi terkeren untuk ngampus😉,Aplikasi terkeren untuk ngampus
"Aplikasi edukasi edlink ini cukup bagus, mempermudah mahasiswa jika mendapat tugas dari dosen, aplikasinya cukup lengkap juga bisa mengirim lampiran memudahkan mengunggah juga bagus pokoknya mantappu djiwa",Aplikasi edukasi edlink ini cukup bagus mempermudah mahasiswa jika mendapat tugas dari dosen aplikasinya cukup lengkap juga bisa mengirim lampiran memudahkan mengunggah juga bagus pokoknya mantappu djiwa
Aplikasi sangat berguna bagi mahasiswa jadi tahu informasi setiap saat dan setiap waktu.... 👍👍👍👍,Aplikasi sangat berguna bagi mahasiswa jadi tahu informasi setiap saat dan setiap waktu
"sangat membantuu👍 semoga terus berkembang, semangaat tim🤗",sangat membantuu semoga terus berkembang semangaat tim🤗
"Edlink sangat berguna banget untuk perkuliahan. Apalagi sekarang harus #stayathome jadi bisa sangat sangat membantu mahasiswa dan dosen dalam melakukan interaksi secara online dalam penyampaian materi kuliah. Sistem nya juga bagus, seperti mempermudah dosen dalam meng-absen mahasiswa yang sudah login dan membuka materinya, keliatan siapa yang ngumpul tugas pertama sampai yang terakhir, bisa liat nilai kita gimana secara detailnya berapa. Sistem nya terperinci deh pokoknya, jadi gampang aksesnya.",Edlink sangat berguna banget untuk perkuliahan Apalagi sekarang harus  jadi bisa sangat sangat membantu mahasiswa dan dosen dalam melakukan interaksi secara online dalam penyampaian materi kuliah Sistem nya juga bagus seperti mempermudah dosen dalam mengabsen mahasiswa yang sudah login dan membuka materinya keliatan siapa yang ngumpul tugas pertama sampai yang terakhir bisa liat nilai kita gimana secara detailnya berapa Sistem nya terperinci deh pokoknya jadi gampang aksesnya
Jelek bettt,Jelek bettt
"Aplikasi EdLink sangat membantu dalam situasi perkuliahan daring selama pandemi Covid19. Harapannya semoga aplikasi ini terus ditingkatkan fitur-fiturnya sehingga mampu menjawabi kebutuhan proses pendidikan secara komprehensif. Terimakasih, EdLink keren !",Aplikasi EdLink sangat membantu dalam situasi perkuliahan daring selama pandemi Covid Harapannya semoga aplikasi ini terus ditingkatkan fiturfiturnya sehingga mampu menjawabi kebutuhan proses pendidikan secara komprehensif Terimakasih EdLink keren
Luar biasa 👍👍👍👍👍 .,Luar biasa
Aplikasih kenapa yaaa? Kok susah di download ..bikin susah saja,Aplikasih kenapa yaaa Kok susah di download bikin susah saja
"Tingkatkan terus min, sangat membantu dalam perkuliahan, aplikasi nda ribet mudah di mengerti, dan sangat cocok bagi yang masih awam , sangat suka",Tingkatkan terus min sangat membantu dalam perkuliahan aplikasi nda ribet mudah di mengerti dan sangat cocok bagi yang masih awam  sangat suka
"Aplikasi Edlink sangat bermanfaat bagi semua peserta didik. Contohnya saja mengenai informasi Perguruan Tinggi yang memberikan beasiswa. Jadi adik-adik SMA yang akan tamat tahun ini, jangan pusing-pusing lagi untuk mencari Perguruan Tinggi mana yang memberika beasiswa, instal saja aplikasi edlink dan di sana akan ada petunjuk untuk adik-adik 😉. Bukan hanya itu saja, melalui aplikasi edlink ini juga kita bisa mengikuti KULON dengan para dosen lho. Seru banget lho",Aplikasi Edlink sangat bermanfaat bagi semua peserta didik Contohnya saja mengenai informasi Perguruan Tinggi yang memberikan beasiswa Jadi adikadik SMA yang akan tamat tahun ini jangan pusingpusing lagi untuk mencari Perguruan Tinggi mana yang memberika beasiswa instal saja aplikasi edlink dan di sana akan ada petunjuk untuk adikadik  Bukan hanya itu saja melalui aplikasi edlink ini juga kita bisa mengikuti KULON dengan para dosen lho Seru banget lho
Edlink sangat berguna bagi perkuliahan saya.,Edlink sangat berguna bagi perkuliahan saya
"Edlink sangat membatu sekali dalam kuliah online, aplikasinya mudah diakses kapanpun terimakasih edlink",Edlink sangat membatu sekali dalam kuliah online aplikasinya mudah diakses kapanpun terimakasih edlink
"Maaf ya saya kasih bintang 3 dulu Nanti saya kasih bintang 5 deh kalau ada prubahan yg lebih bagus. Soalnya saya sudah 4 kali tidak mengumpulkan tugas karena aplikasinya suka keluar sendiri atau eror. Semoga mangkin membaik ""min",Maaf ya saya kasih bintang  dulu Nanti saya kasih bintang  deh kalau ada prubahan yg lebih bagus Soalnya saya sudah  kali tidak mengumpulkan tugas karena aplikasinya suka keluar sendiri atau eror Semoga mangkin membaik min
App ini tdk bisa utk pc ya? Saya download utk pc sama sekali tdk bisa,App ini tdk bisa utk pc ya Saya download utk pc sama sekali tdk bisa
Bisa lanjut belajarnya meski terhalang covid_19,Bisa lanjut belajarnya meski terhalang covid
"ketika kebijakan kampus meliburkan mahasiswa karena pandemi corona, bingung mencari solusi untuk belajar online bersama di rumah,? Kini edlink menjadi solusinya, apk ini sangat membantu bagi dosen dan juga mahasiswa untuk berinteraksi kembali dan berdiskusi. Semoga edlink terus mensupport dalam kegiatan belajar bagi kami para mahasiswa yang tidak bisa beljar tatap muka karena adanya pandemi corona. Succes for edlink.",ketika kebijakan kampus meliburkan mahasiswa karena pandemi corona bingung mencari solusi untuk belajar online bersama di rumah Kini edlink menjadi solusinya apk ini sangat membantu bagi dosen dan juga mahasiswa untuk berinteraksi kembali dan berdiskusi Semoga edlink terus mensupport dalam kegiatan belajar bagi kami para mahasiswa yang tidak bisa beljar tatap muka karena adanya pandemi corona Succes for edlink
"Edlink sangat inovatif, mambantu dan mempermudah perkuliahan mahasiswa terutama dalam sistem pembelajaran e-learning",Edlink sangat inovatif mambantu dan mempermudah perkuliahan mahasiswa terutama dalam sistem pembelajaran elearning
Trimakasih berkat adanya edlink saangat membantu perkuliahaan saya selama dirumah aja,Trimakasih berkat adanya edlink saangat membantu perkuliahaan saya selama dirumah aja
"Edlink sangat berguna, Khususnya bagi saya sebagai mahasiswa apalagi sekarang lagi musim-musimnya kuliah online uuuh pokonya edlink sangat berguna👍👍👍",Edlink sangat berguna Khususnya bagi saya sebagai mahasiswa apalagi sekarang lagi musimmusimnya kuliah online uuuh pokonya edlink sangat berguna
"Dengan adanya aplikasi Edlink ini,semua pelajar,mulaui dari tingkat SD sampai perguruan tinggi sangat terbantu dan berterima kasih,semoga Edlink makin meningkat dalam pelayanan maupun fitur-fitur nya, aamiin",Dengan adanya aplikasi Edlink inisemua pelajarmulaui dari tingkat SD sampai perguruan tinggi sangat terbantu dan berterima kasihsemoga Edlink makin meningkat dalam pelayanan maupun fiturfitur nya aamiin
Edlink sangat membantu dalam perkuliahan... Seolah tak ada jarak yang memisahkan & bisa mengambil posisi paling PW saat mengikuti kelas😁😁😍😍,Edlink sangat membantu dalam perkuliahan Seolah tak ada jarak yang memisahkan  bisa mengambil posisi paling PW saat mengikuti kelas
"Edlink sangat membantu banget bagi perkuliahan, utamanya saat ada tugas dari dosen, gampang cara ngumpulin tugasnya",Edlink sangat membantu banget bagi perkuliahan utamanya saat ada tugas dari dosen gampang cara ngumpulin tugasnya
"Belajar tdk mengenal usia dan situasi, asal ada kemauan dan semangat semua jadi mudah",Belajar tdk mengenal usia dan situasi asal ada kemauan dan semangat semua jadi mudah
"Alhamdulillah, dengan adanya EdLink ini perkuliahan daring menjadi lancar, karena di EdLink pembelajaran mata kuliah semakin mengasyikkan, bisa dapat pengalaman baru untuk perkuliahan online. Dengan berbagai macam metode, bisa melalui video, penugasan online, bahkan bisa mengunduh materi yang sudah di upload oleh dosen. Jadi, tidak ada alasan lagi untuk tidak mengikuti perkuliahan daring ini. Semoga, edLink semakin bermanfaat bagi semua orang, terutama bagi anak² di Indonesia.",Alhamdulillah dengan adanya EdLink ini perkuliahan daring menjadi lancar karena di EdLink pembelajaran mata kuliah semakin mengasyikkan bisa dapat pengalaman baru untuk perkuliahan online Dengan berbagai macam metode bisa melalui video penugasan online bahkan bisa mengunduh materi yang sudah di upload oleh dosen Jadi tidak ada alasan lagi untuk tidak mengikuti perkuliahan daring ini Semoga edLink semakin bermanfaat bagi semua orang terutama bagi anak² di Indonesia
"Apps for study from home yg sangat mudah digunakan dan tidak menghabiskan kuota data yg banyak pastinya 😍 kuliah memang tidak mudah mau secara langsung ataupun via online. But it's not problem karena ada EdLink, karena tidak ada yg sempurna di dunia ini 🥰",Apps for study from home yg sangat mudah digunakan dan tidak menghabiskan kuota data yg banyak pastinya  kuliah memang tidak mudah mau secara langsung ataupun via online But its not problem karena ada EdLink karena tidak ada yg sempurna di dunia ini 🥰
"Terimakasih untuk edlink yang dapat membantu saya untuk dapat menjalankan perkuliahan seperti biasa. Untuk edlink semoga untuk fitur "" nya dapat berkembang terus dan ada fitur "" baru lagi agar dapat memudahkan lagi . ☺️☺️☺️",Terimakasih untuk edlink yang dapat membantu saya untuk dapat menjalankan perkuliahan seperti biasa Untuk edlink semoga untuk fitur  nya dapat berkembang terus dan ada fitur  baru lagi agar dapat memudahkan lagi  ☺️☺️☺️
"Terima kasih SEVIMA EDLINK. ini sangat membantu loh dalam proses belajar kami, apalagi saat ini mahasiswa di disemntarakan untuk belajar di rumah akibat Wabah/peyakit dari Covid-19 yang semakin meningkat. SEVIMA EDLINK juga efektif untuk belajar tanpa perlu bertatap muka karna kini sudah tersedia Vidio conference.Dimana dosen bisa memberikan materi serta menjelaskan layaknya seperti belajar di kampus. Untuk SEVIMA EDLINK tetap berikan karya-kary terbaru dan menarik untuk kita ya. Makassih🤗😊",Terima kasih SEVIMA EDLINK ini sangat membantu loh dalam proses belajar kami apalagi saat ini mahasiswa di disemntarakan untuk belajar di rumah akibat Wabahpeyakit dari Covid yang semakin meningkat SEVIMA EDLINK juga efektif untuk belajar tanpa perlu bertatap muka karna kini sudah tersedia Vidio conferenceDimana dosen bisa memberikan materi serta menjelaskan layaknya seperti belajar di kampus Untuk SEVIMA EDLINK tetap berikan karyakary terbaru dan menarik untuk kita ya Makassih🤗
☺️tingkatkn lg,☺️tingkatkn lg
Edlink semangkin mantap,Edlink semangkin mantap
"Daftar Problem: 1. Saat kirim lampiran foto pada kotak jawaban ketikan, foto malah tidak terbaca pada penerima 2. Kadang tidak dapat notifikasi saat dosen update materi",Daftar Problem  Saat kirim lampiran foto pada kotak jawaban ketikan foto malah tidak terbaca pada penerima  Kadang tidak dapat notifikasi saat dosen update materi
"Edlink adalah Aplikasi pembelajaran online yang sangat memudahkan mahasiswa dan dosen saling terhubung dalam 1 genggaman android. Fitur nya lengkap. Dosen bisa upload materi, tugas (ada dedline nya), dpt membuat kuis online jg bisa menerangkan materi ke mahasiswa melalui Edlink yang sudah terhubung ke Zoom. Mahasiswa pun bisa lebih fleksibel dalam perkuliahan. Ada absensi, lihat nilai, upload tugas,profil. Era revolusi industri 4,0. Edlink pilihan tepat. Masalahnya saat terjadi gangguan server.",Edlink adalah Aplikasi pembelajaran online yang sangat memudahkan mahasiswa dan dosen saling terhubung dalam  genggaman android Fitur nya lengkap Dosen bisa upload materi tugas ada dedline nya dpt membuat kuis online jg bisa menerangkan materi ke mahasiswa melalui Edlink yang sudah terhubung ke Zoom Mahasiswa pun bisa lebih fleksibel dalam perkuliahan Ada absensi lihat nilai upload tugasprofil Era revolusi industri  Edlink pilihan tepat Masalahnya saat terjadi gangguan server
"5 bintang buat aplikasi ini, sgt mmudahkan kgiatan belajar mengajar, lwt apk ini dosen & mahasiswa bs berinteraksi scr online. Aplikasi ini simple digunakan mudahx akses tgs, file lampiran, serta kolom komentar beri jawaban.. Sebenarnya edlink ini sangat memperlihatkan bhw cara belajar pd zaman skrg tdk hnya dgn mndegarkan guru depan kelas namun kita bisa memanfaatkan apk ink untuk media pembelajaran langsung, bs saling komunikasi. Mengenai apk ini yaitu kadang tdk dpt diakses terhubung",bintang buat aplikasi ini sgt mmudahkan kgiatan belajar mengajar lwt apk ini dosen  mahasiswa bs berinteraksi scr online Aplikasi ini simple digunakan mudahx akses tgs file lampiran serta kolom komentar beri jawaban Sebenarnya edlink ini sangat memperlihatkan bhw cara belajar pd zaman skrg tdk hnya dgn mndegarkan guru depan kelas namun kita bisa memanfaatkan apk ink untuk media pembelajaran langsung bs saling komunikasi Mengenai apk ini yaitu kadang tdk dpt diakses terhubung
Saya berterima kasih kepada sevima edlink karena edlink membantu ku di universitas dalam keadaan sekarang sangat membantu membuat tugas terima kasih edlink,Saya berterima kasih kepada sevima edlink karena edlink membantu ku di universitas dalam keadaan sekarang sangat membantu membuat tugas terima kasih edlink
Baik utk memfasilitasi kuliah online,Baik utk memfasilitasi kuliah online
"Giveaway_agus Bastomi_sebenarnya ini aplikasi ya lumayan bagus,,cukup membantu bagi mahasiswa,,namun masih perlu adanya notifikasi di setiap jadwal kuliah dan tugas kuliah,,misalnya 1 jam sebelum kuliah dimulai dan waktu tugas dikumpul",Giveawayagus Bastomisebenarnya ini aplikasi ya lumayan baguscukup membantu bagi mahasiswanamun masih perlu adanya notifikasi di setiap jadwal kuliah dan tugas kuliahmisalnya  jam sebelum kuliah dimulai dan waktu tugas dikumpul
"EdlinkGiveaway_Hidayatullah_Pertama-tama saya berterima kasih kepada aplikasi Edlink, karna berkat aplikasi ini proses belajar mengajar di kampus saya masih berjalan dengan lancar dan aplikasi ini juga dapat mengatasi penyebaran virus covid-19, khususnya di tempat sekolah dan kampus/universitas. Semoga aplikasi ini tetap maju kedepannya dan sukses selalu...",EdlinkGiveawayHidayatullahPertamatama saya berterima kasih kepada aplikasi Edlink karna berkat aplikasi ini proses belajar mengajar di kampus saya masih berjalan dengan lancar dan aplikasi ini juga dapat mengatasi penyebaran virus covid khususnya di tempat sekolah dan kampusuniversitas Semoga aplikasi ini tetap maju kedepannya dan sukses selalu
"""Aku tanpa mu akan sia sia"" semangat Edlink",Aku tanpa mu akan sia sia semangat Edlink
"Zaman sekarang proses belajar mengajar Online yang simple dan Efektif cuma di Edlink mudah diakses kapanpun dan dimanapun, Banyak informasi yang bisa didapatkan di edlink dan yang jelas Up to Date !",Zaman sekarang proses belajar mengajar Online yang simple dan Efektif cuma di Edlink mudah diakses kapanpun dan dimanapun Banyak informasi yang bisa didapatkan di edlink dan yang jelas Up to Date
"EdlinkGiveaway_FiktorSembiringPandiya_dibikin happy aja bray,edlink buat lu mempermudah belajar, dan terima notifikasi, saat lu lagi #dirumahaja",EdlinkGiveawayFiktorSembiringPandiyadibikin happy aja brayedlink buat lu mempermudah belajar dan terima notifikasi saat lu lagi
"Aplikasi Edlink ini sangat membantu dalam proses belajar jarak jauh saya dikarenakan kita dapat belajar dimanapun, selain itu aplikasi Edlink juga mudah pengoperasian nya sehingga murid dapat mudah untuk memahami materi pembelajaran dan membuat proses pembelajaran lebih efektif",Aplikasi Edlink ini sangat membantu dalam proses belajar jarak jauh saya dikarenakan kita dapat belajar dimanapun selain itu aplikasi Edlink juga mudah pengoperasian nya sehingga murid dapat mudah untuk memahami materi pembelajaran dan membuat proses pembelajaran lebih efektif
edlink terbaik . karena bisa memantau segala pelajaran di berbagai tempat dan memantau nilai supaya bisa memperbaiki atau mempertahankan nilai menjadi yg terbaik dari yg terbaik,edlink terbaik  karena bisa memantau segala pelajaran di berbagai tempat dan memantau nilai supaya bisa memperbaiki atau mempertahankan nilai menjadi yg terbaik dari yg terbaik
#edlinkGiveaway_Muhajirah aplikasinya Sangat menarik dan mudah untuk di pahami memudahkan kami mahasiswa untuk tetap menjalankan dan mengerjakan tugas dengan baik dalam situasi social distancing ini terimakasih,Muhajirah aplikasinya Sangat menarik dan mudah untuk di pahami memudahkan kami mahasiswa untuk tetap menjalankan dan mengerjakan tugas dengan baik dalam situasi social distancing ini terimakasih
Mudah-mudahan EdLink bisa menjadi aplikasi khusus untuk mahasiswa dan dapat kuota gratis dari EdLink.,Mudahmudahan EdLink bisa menjadi aplikasi khusus untuk mahasiswa dan dapat kuota gratis dari EdLink
Loading teruuuuus ga kebuka buka,Loading teruuuuus ga kebuka buka
Terima kasih edlink tolo* Karena aplikasi ini Tugas saya tidak terkumpul,Terima kasih edlink tolo Karena aplikasi ini Tugas saya tidak terkumpul
Bagus tapi kok tidak bisa di download?,Bagus tapi kok tidak bisa di download
kurang efektif masa saya sudah daftar di suruh daftar lagi kalau mau login sering eror,kurang efektif masa saya sudah daftar di suruh daftar lagi kalau mau login sering eror
Aplikasinya sering lemot dan eror... Membuat kepala mahasiswa jd pusing dengan aplikasi ini,Aplikasinya sering lemot dan eror Membuat kepala mahasiswa jd pusing dengan aplikasi ini
Perbaiki lagi seperti fb,Perbaiki lagi seperti fb
"Tlg dicamkan dan dibaca baik"", upload file lama, sering ngebug. Tolong segera dibenerin. Ni apk penting buat mahasiswa, jadi tlg segera difix masalahnya. Jgn cuman dibaca doang.",Tlg dicamkan dan dibaca baik upload file lama sering ngebug Tolong segera dibenerin Ni apk penting buat mahasiswa jadi tlg segera difix masalahnya Jgn cuman dibaca doang
"Tolong difix, dan tolong dibaca dan dicamkan baik"". Apk sering ngebug, merugikan mahasiswa, upload file lama banget. Tolong dibenerin yg bener supaya ngga merugikan banyak orang, ni aplikasi ptg buat mahasiswa tlg di fix yg bener.",Tolong difix dan tolong dibaca dan dicamkan baik Apk sering ngebug merugikan mahasiswa upload file lama banget Tolong dibenerin yg bener supaya ngga merugikan banyak orang ni aplikasi ptg buat mahasiswa tlg di fix yg bener
Bgus,Bgus
Kenapa yah melampirkan file format dokumen di kolom jawaban tidak bisa,Kenapa yah melampirkan file format dokumen di kolom jawaban tidak bisa
"Terkadang masih sering eror saat mengerjakan ujian, terimakasih",Terkadang masih sering eror saat mengerjakan ujian terimakasih
Kenapa tidak bisa mengirimkan file atau dokumen dalam pengerjaan tugas nya. Saya sudah cari alternatif tapi tetap tidak bisa,Kenapa tidak bisa mengirimkan file atau dokumen dalam pengerjaan tugas nya Saya sudah cari alternatif tapi tetap tidak bisa
Ini aplikasi mesti di perbaiki sering banget server error,Ini aplikasi mesti di perbaiki sering banget server error
