content,content_clean,content_preprocessing
Ini sangat memudahkan dalam proses pembelajaran dan diskusi..,ini sangat memudahkan dalam proses pembelajaran dan diskusi,"['ini', 'sangat', 'memudahkan', 'dalam', 'proses', 'pembelajaran', 'dan', 'diskusi']"
"Alhamdulillah aplikasi edlink ini sangat membantu proses pembelajaran via daring, sehingga tidak ketinggalan materi pembelajaran. Terimakasih Edlink atas dedikasinya 🙏",alhamdulillah aplikasi edlink ini sangat membantu proses pembelajaran via daring sehingga tidak ketinggalan materi pembelajaran terimakasih edlink atas dedikasinya,"['alhamdulillah', 'aplikasi', 'edlink', 'ini', 'sangat', 'membantu', 'proses', 'pembelajaran', 'via', 'daring', 'sehingga', 'tidak', 'ketinggalan', 'materi', 'pembelajaran', 'terimakasih', 'edlink', 'atas', 'dedikasinya']"
Lebih mudah di gunakan untuk perkuliahan apalagi ini daring jadi semua tugas d edlink pokok nya ada nya edlink semua tugas kuliah berjalan dengan baik,lebih mudah di gunakan untuk perkuliahan apalagi ini daring jadi semua tugas d edlink pokok nya ada nya edlink semua tugas kuliah berjalan dengan baik,"['lebih', 'mudah', 'di', 'gunakan', 'untuk', 'perkuliahan', 'apalagi', 'ini', 'daring', 'jadi', 'semua', 'tugas', 'd', 'edlink', 'pokok', 'nya', 'ada', 'nya', 'edlink', 'semua', 'tugas', 'kuliah', 'berjalan', 'dengan', 'baik']"
"Ya, aplikasi ini layak dicoba karena sangat membantu kami dalam melaksanakan perkuliahan pada situasi sekarang, yaitu situasi pandemi corona virus (covid-19). dimana dalam situasi sekarang kita dituntut untuk di rumah saja, bekerja dari rumah sdan belajar dari rumah. Oleh karena itu, aplikasi ini sangat membantu kami sebagai mahasiswa dalam melaksanakan perkuliahan. Terimakasih.",ya aplikasi ini layak dicoba karena sangat membantu kami dalam melaksanakan perkuliahan pada situasi sekarang yaitu situasi pandemi corona virus covid dimana dalam situasi sekarang kita dituntut untuk di rumah saja bekerja dari rumah sdan belajar dari rumah oleh karena itu aplikasi ini sangat membantu kami sebagai mahasiswa dalam melaksanakan perkuliahan terimakasih,"['ya', 'aplikasi', 'ini', 'layak', 'dicoba', 'karena', 'sangat', 'membantu', 'kami', 'dalam', 'melaksanakan', 'perkuliahan', 'pada', 'situasi', 'sekarang', 'yaitu', 'situasi', 'pandemi', 'corona', 'virus', 'covid', 'dimana', 'dalam', 'situasi', 'sekarang', 'kita', 'dituntut', 'untuk', 'di', 'rumah', 'saja', 'bekerja', 'dari', 'rumah', 'sdan', 'belajar', 'dari', 'rumah', 'oleh', 'karena', 'itu', 'aplikasi', 'ini', 'sangat', 'membantu', 'kami', 'sebagai', 'mahasiswa', 'dalam', 'melaksanakan', 'perkuliahan', 'terimakasih']"
"Maaf kasih bintang 1 aja, sebelum ada perbaikan. Karena setiap upload tugas nunggu nya bermenit"" bahkan keseringan gagal. Kalo bukan karena tugas kuliah. Kagak mau ngedownload.",maaf kasih bintang  aja sebelum ada perbaikan karena setiap upload tugas nunggu nya bermenit bahkan keseringan gagal kalo bukan karena tugas kuliah kagak mau ngedownload,"['maaf', 'kasih', 'bintang', 'aja', 'sebelum', 'ada', 'perbaikan', 'karena', 'setiap', 'upload', 'tugas', 'nunggu', 'nya', 'bermenit', 'bahkan', 'keseringan', 'gagal', 'kalo', 'bukan', 'karena', 'tugas', 'kuliah', 'kagak', 'mau', 'ngedownload']"
"Terima kasih apl edlink. dengan adanya aplikasi ini, saya dan teman-teman serta dosen merasa lebih terbantu, segala sesuatu nya dapat di terap kan di aplikasi ini demi keberlangsungan pembelajaran.🙏",terima kasih apl edlink dengan adanya aplikasi ini saya dan temanteman serta dosen merasa lebih terbantu segala sesuatu nya dapat di terap kan di aplikasi ini demi keberlangsungan pembelajaran,"['terima', 'kasih', 'apl', 'edlink', 'dengan', 'adanya', 'aplikasi', 'ini', 'saya', 'dan', 'temanteman', 'serta', 'dosen', 'merasa', 'lebih', 'terbantu', 'segala', 'sesuatu', 'nya', 'dapat', 'di', 'terap', 'kan', 'di', 'aplikasi', 'ini', 'demi', 'keberlangsungan', 'pembelajaran']"
Sangat Berguna banget dong y Edlink di tengah tengah wabah corona 💕 terimakasih sudah hadir,sangat berguna banget dong y edlink di tengah tengah wabah corona  terimakasih sudah hadir,"['sangat', 'berguna', 'banget', 'dong', 'y', 'edlink', 'di', 'tengah', 'tengah', 'wabah', 'corona', 'terimakasih', 'sudah', 'hadir']"
Lemot bngt susah akses masuknya,lemot bngt susah akses masuknya,"['lemot', 'bngt', 'susah', 'akses', 'masuknya']"
"Ada baiknya kalo untuk ujian, setelah konfirmasi bisa diedit. Karena serba salah, dikonfirmasi, tapi takut masih belum fix. Engga dikonfirmasi, takut kepepet waktu.",ada baiknya kalo untuk ujian setelah konfirmasi bisa diedit karena serba salah dikonfirmasi tapi takut masih belum fix engga dikonfirmasi takut kepepet waktu,"['ada', 'baiknya', 'kalo', 'untuk', 'ujian', 'setelah', 'konfirmasi', 'bisa', 'diedit', 'karena', 'serba', 'salah', 'dikonfirmasi', 'tapi', 'takut', 'masih', 'belum', 'fix', 'engga', 'dikonfirmasi', 'takut', 'kepepet', 'waktu']"
Apkl edlink sangat berguna bagi mahasiswa dan mahasiswi . Apalagi dengan kondisi sekarang kita sedang menghadapi .bencana yang .luar biasa.Maka dari itu kita. Harus stay di rmah aja ya .hal tersebut dapt membantu tenaga medis dan pemerintah.namun hal tersebut tdk membatasi kta untuk terus belajar .dengan adanya .apkl edlink ini kita. Bisa melakukan perkuliahan seperti biasa meskipun kita tdk.bisa berhadap muka .secara langsung namun proses ngajar mengajar tetap kami lakukan dgn edlink lebih muda,apkl edlink sangat berguna bagi mahasiswa dan mahasiswi  apalagi dengan kondisi sekarang kita sedang menghadapi bencana yang luar biasamaka dari itu kita harus stay di rmah aja ya hal tersebut dapt membantu tenaga medis dan pemerintahnamun hal tersebut tdk membatasi kta untuk terus belajar dengan adanya apkl edlink ini kita bisa melakukan perkuliahan seperti biasa meskipun kita tdkbisa berhadap muka secara langsung namun proses ngajar mengajar tetap kami lakukan dgn edlink lebih muda,"['apkl', 'edlink', 'sangat', 'berguna', 'bagi', 'mahasiswa', 'dan', 'mahasiswi', 'apalagi', 'dengan', 'kondisi', 'sekarang', 'kita', 'sedang', 'menghadapi', 'bencana', 'yang', 'luar', 'biasamaka', 'dari', 'itu', 'kita', 'harus', 'stay', 'di', 'rmah', 'aja', 'ya', 'hal', 'tersebut', 'dapt', 'membantu', 'tenaga', 'medis', 'dan', 'pemerintahnamun', 'hal', 'tersebut', 'tdk', 'membatasi', 'kta', 'untuk', 'terus', 'belajar', 'dengan', 'adanya', 'apkl', 'edlink', 'ini', 'kita', 'bisa', 'melakukan', 'perkuliahan', 'seperti', 'biasa', 'meskipun', 'kita', 'tdkbisa', 'berhadap', 'muka', 'secara', 'langsung', 'namun', 'proses', 'ngajar', 'mengajar', 'tetap', 'kami', 'lakukan', 'dgn', 'edlink', 'lebih', 'muda']"
Membatu,membatu,['membatu']
Kelas grup suka keluar sendiri,kelas grup suka keluar sendiri,"['kelas', 'grup', 'suka', 'keluar', 'sendiri']"
"Yaaah, good lah sebagai aplikasi penunjang kuliah online saat pandemi covid-19 saat ini. Walaupun ada beberapa kekurangannya tapi mantap lah",yaaah good lah sebagai aplikasi penunjang kuliah online saat pandemi covid saat ini walaupun ada beberapa kekurangannya tapi mantap lah,"['yaaah', 'good', 'lah', 'sebagai', 'aplikasi', 'penunjang', 'kuliah', 'online', 'saat', 'pandemi', 'covid', 'saat', 'ini', 'walaupun', 'ada', 'beberapa', 'kekurangannya', 'tapi', 'mantap', 'lah']"
Edlink ini sangat membantu saya saat belajar di rumah,edlink ini sangat membantu saya saat belajar di rumah,"['edlink', 'ini', 'sangat', 'membantu', 'saya', 'saat', 'belajar', 'di', 'rumah']"
Ok,ok,['ok']
Aplikasi terkeren untuk ngampus😉,aplikasi terkeren untuk ngampus,"['aplikasi', 'terkeren', 'untuk', 'ngampus']"
"Aplikasi edukasi edlink ini cukup bagus, mempermudah mahasiswa jika mendapat tugas dari dosen, aplikasinya cukup lengkap juga bisa mengirim lampiran memudahkan mengunggah juga bagus pokoknya mantappu djiwa",aplikasi edukasi edlink ini cukup bagus mempermudah mahasiswa jika mendapat tugas dari dosen aplikasinya cukup lengkap juga bisa mengirim lampiran memudahkan mengunggah juga bagus pokoknya mantappu djiwa,"['aplikasi', 'edukasi', 'edlink', 'ini', 'cukup', 'bagus', 'mempermudah', 'mahasiswa', 'jika', 'mendapat', 'tugas', 'dari', 'dosen', 'aplikasinya', 'cukup', 'lengkap', 'juga', 'bisa', 'mengirim', 'lampiran', 'memudahkan', 'mengunggah', 'juga', 'bagus', 'pokoknya', 'mantappu', 'djiwa']"
Aplikasi sangat berguna bagi mahasiswa jadi tahu informasi setiap saat dan setiap waktu.... 👍👍👍👍,aplikasi sangat berguna bagi mahasiswa jadi tahu informasi setiap saat dan setiap waktu,"['aplikasi', 'sangat', 'berguna', 'bagi', 'mahasiswa', 'jadi', 'tahu', 'informasi', 'setiap', 'saat', 'dan', 'setiap', 'waktu']"
"sangat membantuu👍 semoga terus berkembang, semangaat tim🤗",sangat membantuu semoga terus berkembang semangaat tim🤗,"['sangat', 'membantuu', 'semoga', 'terus', 'berkembang', 'semangaat', 'tim🤗']"
"Edlink sangat berguna banget untuk perkuliahan. Apalagi sekarang harus #stayathome jadi bisa sangat sangat membantu mahasiswa dan dosen dalam melakukan interaksi secara online dalam penyampaian materi kuliah. Sistem nya juga bagus, seperti mempermudah dosen dalam meng-absen mahasiswa yang sudah login dan membuka materinya, keliatan siapa yang ngumpul tugas pertama sampai yang terakhir, bisa liat nilai kita gimana secara detailnya berapa. Sistem nya terperinci deh pokoknya, jadi gampang aksesnya.",edlink sangat berguna banget untuk perkuliahan apalagi sekarang harus  jadi bisa sangat sangat membantu mahasiswa dan dosen dalam melakukan interaksi secara online dalam penyampaian materi kuliah sistem nya juga bagus seperti mempermudah dosen dalam mengabsen mahasiswa yang sudah login dan membuka materinya keliatan siapa yang ngumpul tugas pertama sampai yang terakhir bisa liat nilai kita gimana secara detailnya berapa sistem nya terperinci deh pokoknya jadi gampang aksesnya,"['edlink', 'sangat', 'berguna', 'banget', 'untuk', 'perkuliahan', 'apalagi', 'sekarang', 'harus', 'jadi', 'bisa', 'sangat', 'sangat', 'membantu', 'mahasiswa', 'dan', 'dosen', 'dalam', 'melakukan', 'interaksi', 'secara', 'online', 'dalam', 'penyampaian', 'materi', 'kuliah', 'sistem', 'nya', 'juga', 'bagus', 'seperti', 'mempermudah', 'dosen', 'dalam', 'mengabsen', 'mahasiswa', 'yang', 'sudah', 'login', 'dan', 'membuka', 'materinya', 'keliatan', 'siapa', 'yang', 'ngumpul', 'tugas', 'pertama', 'sampai', 'yang', 'terakhir', 'bisa', 'liat', 'nilai', 'kita', 'gimana', 'secara', 'detailnya', 'berapa', 'sistem', 'nya', 'terperinci', 'deh', 'pokoknya', 'jadi', 'gampang', 'aksesnya']"
Jelek bettt,jelek bettt,"['jelek', 'bettt']"
"Aplikasi EdLink sangat membantu dalam situasi perkuliahan daring selama pandemi Covid19. Harapannya semoga aplikasi ini terus ditingkatkan fitur-fiturnya sehingga mampu menjawabi kebutuhan proses pendidikan secara komprehensif. Terimakasih, EdLink keren !",aplikasi edlink sangat membantu dalam situasi perkuliahan daring selama pandemi covid harapannya semoga aplikasi ini terus ditingkatkan fiturfiturnya sehingga mampu menjawabi kebutuhan proses pendidikan secara komprehensif terimakasih edlink keren,"['aplikasi', 'edlink', 'sangat', 'membantu', 'dalam', 'situasi', 'perkuliahan', 'daring', 'selama', 'pandemi', 'covid', 'harapannya', 'semoga', 'aplikasi', 'ini', 'terus', 'ditingkatkan', 'fiturfiturnya', 'sehingga', 'mampu', 'menjawabi', 'kebutuhan', 'proses', 'pendidikan', 'secara', 'komprehensif', 'terimakasih', 'edlink', 'keren']"
Luar biasa 👍👍👍👍👍 .,luar biasa,"['luar', 'biasa']"
Aplikasih kenapa yaaa? Kok susah di download ..bikin susah saja,aplikasih kenapa yaaa kok susah di download bikin susah saja,"['aplikasih', 'kenapa', 'yaaa', 'kok', 'susah', 'di', 'download', 'bikin', 'susah', 'saja']"
"Tingkatkan terus min, sangat membantu dalam perkuliahan, aplikasi nda ribet mudah di mengerti, dan sangat cocok bagi yang masih awam , sangat suka",tingkatkan terus min sangat membantu dalam perkuliahan aplikasi nda ribet mudah di mengerti dan sangat cocok bagi yang masih awam  sangat suka,"['tingkatkan', 'terus', 'min', 'sangat', 'membantu', 'dalam', 'perkuliahan', 'aplikasi', 'nda', 'ribet', 'mudah', 'di', 'mengerti', 'dan', 'sangat', 'cocok', 'bagi', 'yang', 'masih', 'awam', 'sangat', 'suka']"
"Aplikasi Edlink sangat bermanfaat bagi semua peserta didik. Contohnya saja mengenai informasi Perguruan Tinggi yang memberikan beasiswa. Jadi adik-adik SMA yang akan tamat tahun ini, jangan pusing-pusing lagi untuk mencari Perguruan Tinggi mana yang memberika beasiswa, instal saja aplikasi edlink dan di sana akan ada petunjuk untuk adik-adik 😉. Bukan hanya itu saja, melalui aplikasi edlink ini juga kita bisa mengikuti KULON dengan para dosen lho. Seru banget lho",aplikasi edlink sangat bermanfaat bagi semua peserta didik contohnya saja mengenai informasi perguruan tinggi yang memberikan beasiswa jadi adikadik sma yang akan tamat tahun ini jangan pusingpusing lagi untuk mencari perguruan tinggi mana yang memberika beasiswa instal saja aplikasi edlink dan di sana akan ada petunjuk untuk adikadik  bukan hanya itu saja melalui aplikasi edlink ini juga kita bisa mengikuti kulon dengan para dosen lho seru banget lho,"['aplikasi', 'edlink', 'sangat', 'bermanfaat', 'bagi', 'semua', 'peserta', 'didik', 'contohnya', 'saja', 'mengenai', 'informasi', 'perguruan', 'tinggi', 'yang', 'memberikan', 'beasiswa', 'jadi', 'adikadik', 'sma', 'yang', 'akan', 'tamat', 'tahun', 'ini', 'jangan', 'pusingpusing', 'lagi', 'untuk', 'mencari', 'perguruan', 'tinggi', 'mana', 'yang', 'memberika', 'beasiswa', 'instal', 'saja', 'aplikasi', 'edlink', 'dan', 'di', 'sana', 'akan', 'ada', 'petunjuk', 'untuk', 'adikadik', 'bukan', 'hanya', 'itu', 'saja', 'melalui', 'aplikasi', 'edlink', 'ini', 'juga', 'kita', 'bisa', 'mengikuti', 'kulon', 'dengan', 'para', 'dosen', 'lho', 'seru', 'banget', 'lho']"
Edlink sangat berguna bagi perkuliahan saya.,edlink sangat berguna bagi perkuliahan saya,"['edlink', 'sangat', 'berguna', 'bagi', 'perkuliahan', 'saya']"
"Edlink sangat membatu sekali dalam kuliah online, aplikasinya mudah diakses kapanpun terimakasih edlink",edlink sangat membatu sekali dalam kuliah online aplikasinya mudah diakses kapanpun terimakasih edlink,"['edlink', 'sangat', 'membatu', 'sekali', 'dalam', 'kuliah', 'online', 'aplikasinya', 'mudah', 'diakses', 'kapanpun', 'terimakasih', 'edlink']"
"Maaf ya saya kasih bintang 3 dulu Nanti saya kasih bintang 5 deh kalau ada prubahan yg lebih bagus. Soalnya saya sudah 4 kali tidak mengumpulkan tugas karena aplikasinya suka keluar sendiri atau eror. Semoga mangkin membaik ""min",maaf ya saya kasih bintang  dulu nanti saya kasih bintang  deh kalau ada prubahan yg lebih bagus soalnya saya sudah  kali tidak mengumpulkan tugas karena aplikasinya suka keluar sendiri atau eror semoga mangkin membaik min,"['maaf', 'ya', 'saya', 'kasih', 'bintang', 'dulu', 'nanti', 'saya', 'kasih', 'bintang', 'deh', 'kalau', 'ada', 'prubahan', 'yg', 'lebih', 'bagus', 'soalnya', 'saya', 'sudah', 'kali', 'tidak', 'mengumpulkan', 'tugas', 'karena', 'aplikasinya', 'suka', 'keluar', 'sendiri', 'atau', 'eror', 'semoga', 'mangkin', 'membaik', 'min']"
App ini tdk bisa utk pc ya? Saya download utk pc sama sekali tdk bisa,app ini tdk bisa utk pc ya saya download utk pc sama sekali tdk bisa,"['app', 'ini', 'tdk', 'bisa', 'utk', 'pc', 'ya', 'saya', 'download', 'utk', 'pc', 'sama', 'sekali', 'tdk', 'bisa']"
Bisa lanjut belajarnya meski terhalang covid_19,bisa lanjut belajarnya meski terhalang covid,"['bisa', 'lanjut', 'belajarnya', 'meski', 'terhalang', 'covid']"
"ketika kebijakan kampus meliburkan mahasiswa karena pandemi corona, bingung mencari solusi untuk belajar online bersama di rumah,? Kini edlink menjadi solusinya, apk ini sangat membantu bagi dosen dan juga mahasiswa untuk berinteraksi kembali dan berdiskusi. Semoga edlink terus mensupport dalam kegiatan belajar bagi kami para mahasiswa yang tidak bisa beljar tatap muka karena adanya pandemi corona. Succes for edlink.",ketika kebijakan kampus meliburkan mahasiswa karena pandemi corona bingung mencari solusi untuk belajar online bersama di rumah kini edlink menjadi solusinya apk ini sangat membantu bagi dosen dan juga mahasiswa untuk berinteraksi kembali dan berdiskusi semoga edlink terus mensupport dalam kegiatan belajar bagi kami para mahasiswa yang tidak bisa beljar tatap muka karena adanya pandemi corona succes for edlink,"['ketika', 'kebijakan', 'kampus', 'meliburkan', 'mahasiswa', 'karena', 'pandemi', 'corona', 'bingung', 'mencari', 'solusi', 'untuk', 'belajar', 'online', 'bersama', 'di', 'rumah', 'kini', 'edlink', 'menjadi', 'solusinya', 'apk', 'ini', 'sangat', 'membantu', 'bagi', 'dosen', 'dan', 'juga', 'mahasiswa', 'untuk', 'berinteraksi', 'kembali', 'dan', 'berdiskusi', 'semoga', 'edlink', 'terus', 'mensupport', 'dalam', 'kegiatan', 'belajar', 'bagi', 'kami', 'para', 'mahasiswa', 'yang', 'tidak', 'bisa', 'beljar', 'tatap', 'muka', 'karena', 'adanya', 'pandemi', 'corona', 'succes', 'for', 'edlink']"
"Edlink sangat inovatif, mambantu dan mempermudah perkuliahan mahasiswa terutama dalam sistem pembelajaran e-learning",edlink sangat inovatif mambantu dan mempermudah perkuliahan mahasiswa terutama dalam sistem pembelajaran elearning,"['edlink', 'sangat', 'inovatif', 'mambantu', 'dan', 'mempermudah', 'perkuliahan', 'mahasiswa', 'terutama', 'dalam', 'sistem', 'pembelajaran', 'elearning']"
Trimakasih berkat adanya edlink saangat membantu perkuliahaan saya selama dirumah aja,trimakasih berkat adanya edlink saangat membantu perkuliahaan saya selama dirumah aja,"['trimakasih', 'berkat', 'adanya', 'edlink', 'saangat', 'membantu', 'perkuliahaan', 'saya', 'selama', 'dirumah', 'aja']"
"Edlink sangat berguna, Khususnya bagi saya sebagai mahasiswa apalagi sekarang lagi musim-musimnya kuliah online uuuh pokonya edlink sangat berguna👍👍👍",edlink sangat berguna khususnya bagi saya sebagai mahasiswa apalagi sekarang lagi musimmusimnya kuliah online uuuh pokonya edlink sangat berguna,"['edlink', 'sangat', 'berguna', 'khususnya', 'bagi', 'saya', 'sebagai', 'mahasiswa', 'apalagi', 'sekarang', 'lagi', 'musimmusimnya', 'kuliah', 'online', 'uuuh', 'pokonya', 'edlink', 'sangat', 'berguna']"
"Dengan adanya aplikasi Edlink ini,semua pelajar,mulaui dari tingkat SD sampai perguruan tinggi sangat terbantu dan berterima kasih,semoga Edlink makin meningkat dalam pelayanan maupun fitur-fitur nya, aamiin",dengan adanya aplikasi edlink inisemua pelajarmulaui dari tingkat sd sampai perguruan tinggi sangat terbantu dan berterima kasihsemoga edlink makin meningkat dalam pelayanan maupun fiturfitur nya aamiin,"['dengan', 'adanya', 'aplikasi', 'edlink', 'inisemua', 'pelajarmulaui', 'dari', 'tingkat', 'sd', 'sampai', 'perguruan', 'tinggi', 'sangat', 'terbantu', 'dan', 'berterima', 'kasihsemoga', 'edlink', 'makin', 'meningkat', 'dalam', 'pelayanan', 'maupun', 'fiturfitur', 'nya', 'aamiin']"
Edlink sangat membantu dalam perkuliahan... Seolah tak ada jarak yang memisahkan & bisa mengambil posisi paling PW saat mengikuti kelas😁😁😍😍,edlink sangat membantu dalam perkuliahan seolah tak ada jarak yang memisahkan  bisa mengambil posisi paling pw saat mengikuti kelas,"['edlink', 'sangat', 'membantu', 'dalam', 'perkuliahan', 'seolah', 'tak', 'ada', 'jarak', 'yang', 'memisahkan', 'bisa', 'mengambil', 'posisi', 'paling', 'pw', 'saat', 'mengikuti', 'kelas']"
"Edlink sangat membantu banget bagi perkuliahan, utamanya saat ada tugas dari dosen, gampang cara ngumpulin tugasnya",edlink sangat membantu banget bagi perkuliahan utamanya saat ada tugas dari dosen gampang cara ngumpulin tugasnya,"['edlink', 'sangat', 'membantu', 'banget', 'bagi', 'perkuliahan', 'utamanya', 'saat', 'ada', 'tugas', 'dari', 'dosen', 'gampang', 'cara', 'ngumpulin', 'tugasnya']"
"Belajar tdk mengenal usia dan situasi, asal ada kemauan dan semangat semua jadi mudah",belajar tdk mengenal usia dan situasi asal ada kemauan dan semangat semua jadi mudah,"['belajar', 'tdk', 'mengenal', 'usia', 'dan', 'situasi', 'asal', 'ada', 'kemauan', 'dan', 'semangat', 'semua', 'jadi', 'mudah']"
"Alhamdulillah, dengan adanya EdLink ini perkuliahan daring menjadi lancar, karena di EdLink pembelajaran mata kuliah semakin mengasyikkan, bisa dapat pengalaman baru untuk perkuliahan online. Dengan berbagai macam metode, bisa melalui video, penugasan online, bahkan bisa mengunduh materi yang sudah di upload oleh dosen. Jadi, tidak ada alasan lagi untuk tidak mengikuti perkuliahan daring ini. Semoga, edLink semakin bermanfaat bagi semua orang, terutama bagi anak² di Indonesia.",alhamdulillah dengan adanya edlink ini perkuliahan daring menjadi lancar karena di edlink pembelajaran mata kuliah semakin mengasyikkan bisa dapat pengalaman baru untuk perkuliahan online dengan berbagai macam metode bisa melalui video penugasan online bahkan bisa mengunduh materi yang sudah di upload oleh dosen jadi tidak ada alasan lagi untuk tidak mengikuti perkuliahan daring ini semoga edlink semakin bermanfaat bagi semua orang terutama bagi anak² di indonesia,"['alhamdulillah', 'dengan', 'adanya', 'edlink', 'ini', 'perkuliahan', 'daring', 'menjadi', 'lancar', 'karena', 'di', 'edlink', 'pembelajaran', 'mata', 'kuliah', 'semakin', 'mengasyikkan', 'bisa', 'dapat', 'pengalaman', 'baru', 'untuk', 'perkuliahan', 'online', 'dengan', 'berbagai', 'macam', 'metode', 'bisa', 'melalui', 'video', 'penugasan', 'online', 'bahkan', 'bisa', 'mengunduh', 'materi', 'yang', 'sudah', 'di', 'upload', 'oleh', 'dosen', 'jadi', 'tidak', 'ada', 'alasan', 'lagi', 'untuk', 'tidak', 'mengikuti', 'perkuliahan', 'daring', 'ini', 'semoga', 'edlink', 'semakin', 'bermanfaat', 'bagi', 'semua', 'orang', 'terutama', 'bagi', 'anak²', 'di', 'indonesia']"
"Apps for study from home yg sangat mudah digunakan dan tidak menghabiskan kuota data yg banyak pastinya 😍 kuliah memang tidak mudah mau secara langsung ataupun via online. But it's not problem karena ada EdLink, karena tidak ada yg sempurna di dunia ini 🥰",apps for study from home yg sangat mudah digunakan dan tidak menghabiskan kuota data yg banyak pastinya  kuliah memang tidak mudah mau secara langsung ataupun via online but its not problem karena ada edlink karena tidak ada yg sempurna di dunia ini 🥰,"['apps', 'for', 'study', 'from', 'home', 'yg', 'sangat', 'mudah', 'digunakan', 'dan', 'tidak', 'menghabiskan', 'kuota', 'data', 'yg', 'banyak', 'pastinya', 'kuliah', 'memang', 'tidak', 'mudah', 'mau', 'secara', 'langsung', 'ataupun', 'via', 'online', 'but', 'its', 'not', 'problem', 'karena', 'ada', 'edlink', 'karena', 'tidak', 'ada', 'yg', 'sempurna', 'di', 'dunia', 'ini', '🥰']"
"Terimakasih untuk edlink yang dapat membantu saya untuk dapat menjalankan perkuliahan seperti biasa. Untuk edlink semoga untuk fitur "" nya dapat berkembang terus dan ada fitur "" baru lagi agar dapat memudahkan lagi . ☺️☺️☺️",terimakasih untuk edlink yang dapat membantu saya untuk dapat menjalankan perkuliahan seperti biasa untuk edlink semoga untuk fitur  nya dapat berkembang terus dan ada fitur  baru lagi agar dapat memudahkan lagi  ☺️☺️☺️,"['terimakasih', 'untuk', 'edlink', 'yang', 'dapat', 'membantu', 'saya', 'untuk', 'dapat', 'menjalankan', 'perkuliahan', 'seperti', 'biasa', 'untuk', 'edlink', 'semoga', 'untuk', 'fitur', 'nya', 'dapat', 'berkembang', 'terus', 'dan', 'ada', 'fitur', 'baru', 'lagi', 'agar', 'dapat', 'memudahkan', 'lagi', '☺️☺️☺️']"
"Terima kasih SEVIMA EDLINK. ini sangat membantu loh dalam proses belajar kami, apalagi saat ini mahasiswa di disemntarakan untuk belajar di rumah akibat Wabah/peyakit dari Covid-19 yang semakin meningkat. SEVIMA EDLINK juga efektif untuk belajar tanpa perlu bertatap muka karna kini sudah tersedia Vidio conference.Dimana dosen bisa memberikan materi serta menjelaskan layaknya seperti belajar di kampus. Untuk SEVIMA EDLINK tetap berikan karya-kary terbaru dan menarik untuk kita ya. Makassih🤗😊",terima kasih sevima edlink ini sangat membantu loh dalam proses belajar kami apalagi saat ini mahasiswa di disemntarakan untuk belajar di rumah akibat wabahpeyakit dari covid yang semakin meningkat sevima edlink juga efektif untuk belajar tanpa perlu bertatap muka karna kini sudah tersedia vidio conferencedimana dosen bisa memberikan materi serta menjelaskan layaknya seperti belajar di kampus untuk sevima edlink tetap berikan karyakary terbaru dan menarik untuk kita ya makassih🤗,"['terima', 'kasih', 'sevima', 'edlink', 'ini', 'sangat', 'membantu', 'loh', 'dalam', 'proses', 'belajar', 'kami', 'apalagi', 'saat', 'ini', 'mahasiswa', 'di', 'disemntarakan', 'untuk', 'belajar', 'di', 'rumah', 'akibat', 'wabahpeyakit', 'dari', 'covid', 'yang', 'semakin', 'meningkat', 'sevima', 'edlink', 'juga', 'efektif', 'untuk', 'belajar', 'tanpa', 'perlu', 'bertatap', 'muka', 'karna', 'kini', 'sudah', 'tersedia', 'vidio', 'conferencedimana', 'dosen', 'bisa', 'memberikan', 'materi', 'serta', 'menjelaskan', 'layaknya', 'seperti', 'belajar', 'di', 'kampus', 'untuk', 'sevima', 'edlink', 'tetap', 'berikan', 'karyakary', 'terbaru', 'dan', 'menarik', 'untuk', 'kita', 'ya', 'makassih🤗']"
☺️tingkatkn lg,☺️tingkatkn lg,"['☺️tingkatkn', 'lg']"
Edlink semangkin mantap,edlink semangkin mantap,"['edlink', 'semangkin', 'mantap']"
"Daftar Problem: 1. Saat kirim lampiran foto pada kotak jawaban ketikan, foto malah tidak terbaca pada penerima 2. Kadang tidak dapat notifikasi saat dosen update materi",daftar problem  saat kirim lampiran foto pada kotak jawaban ketikan foto malah tidak terbaca pada penerima  kadang tidak dapat notifikasi saat dosen update materi,"['daftar', 'problem', 'saat', 'kirim', 'lampiran', 'foto', 'pada', 'kotak', 'jawaban', 'ketikan', 'foto', 'malah', 'tidak', 'terbaca', 'pada', 'penerima', 'kadang', 'tidak', 'dapat', 'notifikasi', 'saat', 'dosen', 'update', 'materi']"
